ENCODED_MCT,TA_YM,MCT_OPE_MS_CN,RC_M1_SAA,RC_M1_TO_UE_CT,RC_M1_UE_CUS_CN,RC_M1_AV_NP_AT,APV_CE_RAT,DLV_SAA_RAT,M1_SME_RY_SAA_RAT,M1_SME_RY_CNT_RAT,M12_SME_RY_SAA_PCE_RT,M12_SME_BZN_SAA_PCE_RT,M12_SME_RY_ME_MCT_RAT,M12_SME_BZN_ME_MCT_RAT,M12_MAL_1020_RAT,M12_MAL_30_RAT,M12_MAL_40_RAT,M12_MAL_50_RAT,M12_MAL_60_RAT,M12_FME_1020_RAT,M12_FME_30_RAT,M12_FME_40_RAT,M12_FME_50_RAT,M12_FME_60_RAT,MCT_UE_CLN_REU_RAT,MCT_UE_CLN_NEW_RAT,RC_M1_SHC_RSD_UE_CLN_RAT,RC_M1_SHC_WP_UE_CLN_RAT,RC_M1_SHC_FLP_UE_CLN_RAT,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,survive,day_diff,quaters
01F74A3D59,202312,3,4,4,4,3,6,4.3,76.8,65.1,30.9,35.3,18.1,8.4,12.5106,21.4981,13.3734,15.818,8.6999,4.8894,8.4019,5.2266,6.182,3.4001,17.29,6.54,31.8,4.5,63.6,치킨,성수,1,2586,4
01F74A3D59,202411,3,4,4,4,3,1,29.4,97.3,107.0,31.4,36.5,16.7,8.2,10.1032,15.57,12.9404,20.76,9.8264,4.4968,6.93,5.7596,9.24,4.3736,21.88,9.9,52.0,16.0,32.0,치킨,성수,1,2921,4
01F74A3D59,202304,3,4,4,4,3,1,6.2,76.8,65.9,44.3,40.9,15.7,9.0,8.502,19.656,18.642,17.004,14.118,2.398,5.544,5.258,4.796,3.982,27.38,12.5,40.7,7.4,51.9,치킨,성수,1,2341,2
01FD0FCC3D,202407,5,3,3,3,4,5,16.7,106.0,199.0,28.1,31.0,17.3,8.7,7.1862,6.6021,1.2744,1.8585,0.7611,33.4138,30.6979,5.9256,8.6415,3.5389,26.39,7.73,30.0,23.3,46.7,카페,뚝섬,1,252,3
01FD0FCC3D,202410,5,3,3,3,4,5,9.7,96.9,179.9,21.2,24.9,17.1,9.2,8.67,7.3644,1.53,2.04,0.7956,33.83,28.7356,5.97,7.96,3.1044,28.31,7.54,16.0,34.7,49.3,카페,뚝섬,1,344,4
01FD0FCC3D,202406,5,3,2,3,4,6,13.7,128.2,222.4,31.4,33.7,17.3,8.1,6.9948,6.5772,1.2354,1.8096,0.783,33.2052,31.2228,5.8646,8.5904,3.717,25.35,14.42,22.8,29.1,48.1,카페,뚝섬,1,221,2
01FD0FCC3D,202312,6,4,3,3,4,5,38.5,70.1,111.3,73.5,61.8,17.3,7.2,12.75,8.823,2.448,0.969,0.4845,37.25,25.777,7.152,2.831,1.4155,16.95,98.31,23.5,21.6,54.9,카페,뚝섬,1,39,4
01FDC9FAEA,202407,5,4,4,4,3,1,-999999.9,42.6,43.3,43.0,39.2,19.1,8.2,14.7256,22.2464,9.5432,7.1416,9.5432,8.5744,12.9536,5.5568,4.1584,5.5568,13.46,11.54,25.0,0.0,75.0,포장마차,성수,1,266,3
01FDC9FAEA,202404,6,4,4,4,3,1,-999999.9,38.0,39.6,51.2,44.6,19.3,8.0,15.4495,21.1629,8.5701,4.5474,8.5701,11.0505,15.1371,6.1299,3.2526,6.1299,11.43,14.29,43.8,18.8,37.5,포장마차,성수,1,174,2
02080D3457,202405,5,4,4,4,2,1,-999999.9,41.0,19.6,34.0,26.2,19.7,8.9,6.4768,26.818,10.4742,5.8696,0.9108,6.3232,26.182,10.2258,5.7304,0.8892,8.54,7.93,33.3,0.0,66.7,양식,금남시장,1,598,2
0220D6AA93,202306,3,2,1,1,4,5,2.8,290.4,192.6,2.9,13.0,11.9,9.3,20.1918,12.045,4.2048,5.0808,2.3214,25.9082,15.455,5.3952,6.5192,2.9786,22.16,6.23,26.3,9.6,64.1,카페,왕십리,1,2187,2
0220D6AA93,202311,3,2,1,1,5,5,2.7,285.1,205.7,3.4,15.0,14.1,10.4,17.5552,12.027,4.431,5.5282,2.6164,24.0448,16.473,6.069,7.5718,3.5836,20.95,6.97,25.2,8.5,66.3,카페,왕십리,1,2340,4
0220D6AA93,202304,3,2,1,1,5,6,0.0,264.2,198.3,2.7,12.6,11.4,10.2,20.4484,11.7284,4.2292,4.8832,2.3108,26.4516,15.1716,5.4708,6.3168,2.9892,21.97,6.0,21.7,9.5,68.8,카페,왕십리,1,2126,2
0220D6AA93,202307,3,2,1,1,5,4,3.5,300.2,219.7,3.0,13.4,12.5,9.7,19.2172,11.8128,4.28,5.0932,2.3968,25.6828,15.7872,5.72,6.8068,3.2032,21.86,7.64,23.2,8.4,68.4,카페,왕십리,1,2218,3
0220D6AA93,202309,3,2,1,1,5,4,2.8,253.3,179.1,3.2,14.1,13.5,10.5,18.6608,11.8128,4.4084,5.35,2.568,24.9392,15.7872,5.8916,7.15,3.432,21.79,6.48,21.3,9.4,69.4,카페,왕십리,1,2279,3
0220D6AA93,202412,3,2,1,1,4,5,3.5,324.5,267.5,3.0,15.4,18.0,9.4,16.44,13.152,4.11,5.2197,2.1783,23.56,18.848,5.89,7.4803,3.1217,22.64,7.31,22.0,8.0,70.0,카페,왕십리,1,2737,4
0220D6AA93,202406,3,2,1,1,5,5,2.9,267.4,202.2,3.5,16.2,14.2,9.2,16.4811,12.1656,4.3566,5.6718,2.466,23.6189,17.4344,6.2434,8.1282,3.534,20.9,7.73,23.6,8.9,67.5,카페,왕십리,1,2553,2
022FF198C7,202411,2,4,4,4,4,1,-999999.9,25.1,57.0,46.1,41.0,16.9,7.9,12.9789,10.6812,9.936,18.63,9.936,7.9211,6.5188,6.064,11.37,6.064,23.04,6.28,45.0,12.5,42.5,한식-국수/만두,답십리,1,5349,4
023652A43E,202406,3,3,3,3,3,1,2.8,161.9,180.4,8.7,12.8,17.3,7.8,6.15,13.53,11.8695,16.0515,13.9605,3.85,8.47,7.4305,10.0485,8.7395,30.54,5.65,28.6,35.7,35.7,한식-해물/생선,성수,1,1816,2
023652A43E,202408,3,2,3,3,3,1,5.6,191.7,180.7,8.7,12.8,17.1,8.0,6.2519,13.7418,12.2562,15.7226,13.9275,3.8481,8.4582,7.5438,9.6774,8.5725,29.34,7.01,28.8,31.7,39.4,한식-해물/생선,성수,1,1878,3
023652A43E,202306,4,2,2,2,3,1,2.3,237.1,216.4,8.2,12.9,16.9,8.7,5.49,12.932,13.237,16.226,13.115,3.51,8.268,8.463,10.374,8.385,32.22,7.33,30.3,26.2,43.4,한식-해물/생선,성수,1,1450,2
023652A43E,202302,4,2,3,2,3,3,3.8,202.6,209.5,9.0,13.3,15.5,7.9,6.0903,12.4218,12.9645,16.281,12.6027,4.0097,8.1782,8.5355,10.719,8.2973,30.99,7.39,21.3,31.5,47.2,한식-해물/생선,성수,1,1328,1
023652A43E,202301,4,2,3,3,3,1,1.7,203.4,182.2,9.0,13.3,14.8,8.0,6.3,12.3,12.54,16.14,12.72,4.2,8.2,8.36,10.76,8.48,31.02,5.47,30.2,30.2,39.5,한식-해물/생선,성수,1,1300,1
0239C4D2D3,202409,3,2,1,2,4,2,-999999.9,240.3,923.1,3.3,5.7,18.9,8.3,15.7828,23.188,18.4008,11.5192,5.9092,5.3172,7.812,6.1992,3.8808,1.9908,52.87,7.01,14.2,44.0,41.8,백반/가정식,성수,1,1830,3
0255C174CC,202308,2,4,3,3,5,1,-999999.9,58.8,239.6,14.5,22.9,21.2,10.6,18.0158,19.9122,17.3262,16.809,14.1368,2.8842,3.1878,2.7738,2.691,2.2632,36.7,7.41,42.1,19.7,38.2,한식-육류/고기,왕십리,1,3272,3
0255C174CC,202409,2,4,4,4,5,1,-999999.9,24.7,113.5,30.8,38.5,18.9,9.0,8.99,20.88,15.66,17.9075,9.0625,3.41,7.92,5.94,6.7925,3.4375,34.06,3.16,31.3,18.8,50.0,한식-육류/고기,왕십리,1,3668,3
025B95F178,202309,3,3,2,2,4,1,0.0,146.3,229.6,9.6,11.9,17.2,7.6,14.0556,18.4652,14.4001,12.8843,9.0948,6.3444,8.3348,6.4999,5.8157,4.1052,24.01,5.57,15.3,17.8,66.9,중식당,뚝섬,1,2236,3
025B95F178,202310,3,2,2,2,4,1,0.0,151.9,256.0,10.0,12.1,17.3,7.2,13.3868,18.3727,14.5479,12.9087,9.0839,6.2132,8.5273,6.7521,5.9913,4.2161,23.18,7.23,21.1,17.2,61.8,중식당,뚝섬,1,2267,4
025B95F178,202409,3,2,2,2,4,1,0.0,166.4,280.0,14.2,14.8,17.2,9.3,11.3212,18.4822,13.4354,13.64,11.3212,5.2788,8.6178,6.2646,6.36,5.2788,20.28,8.23,20.4,15.9,63.7,중식당,뚝섬,1,2602,3
02621706D5,202412,4,6,6,6,6,,-999999.9,0.0,0.0,29.5,0.0,11.5,-999999.9,0.0,9.0519,9.0519,0.0,45.1962,0.0,5.2481,5.2481,0.0,26.2038,20.0,0.0,-999999.9,-999999.9,-999999.9,식료품,비상권,1,1096,4
026EBC2ED1,202406,5,4,3,3,4,5,11.1,41.4,83.9,43.5,0.0,17.3,-999999.9,3.861,12.597,10.023,7.41,5.109,6.039,19.703,15.677,11.59,7.991,30.84,9.03,78.7,2.1,19.1,동남아/인도음식,비상권,1,454,2
026EBC2ED1,202307,6,5,4,4,4,1,10.0,17.6,39.5,63.9,0.0,17.0,-999999.9,5.975,10.7072,15.2004,10.2292,5.736,6.525,11.6928,16.5996,11.1708,6.264,21.02,9.09,88.0,0.0,12.0,동남아/인도음식,비상권,1,119,3
026EBC2ED1,202306,6,4,4,3,4,1,6.6,39.1,68.9,65.9,0.0,16.9,-999999.9,6.8244,11.1672,15.7685,11.4774,6.5142,6.3756,10.4328,14.7315,10.7226,6.0858,18.75,26.25,67.3,0.0,32.7,동남아/인도음식,비상권,1,88,2
02826B57BE,202410,5,5,5,5,3,1,-999999.9,5.5,6.6,77.1,58.9,12.2,6.9,2.624,0.0,7.872,10.496,44.608,1.376,0.0,4.128,5.504,23.392,10.71,17.86,0.0,0.0,100.0,축산물,마장동,1,576,4
0286E31425,202401,3,2,3,3,3,1,-999999.9,217.6,198.1,9.1,0.0,19.5,-999999.9,6.1473,18.2436,16.525,13.0878,12.1624,3.1527,9.3564,8.475,6.7122,6.2376,24.58,8.19,48.8,6.1,45.1,백반/가정식,비상권,1,3073,1
02886FCA36,202402,5,2,3,3,2,6,-999999.9,149.1,125.2,9.9,9.6,18.6,7.1,26.0712,12.0558,1.8318,2.2578,0.426,35.1288,16.2442,2.4682,3.0422,0.574,4.78,5.98,5.0,6.3,88.8,이자카야,뚝섬,1,436,1
02886FCA36,202305,6,2,3,3,2,1,-999999.9,169.7,125.5,33.7,23.7,17.9,8.0,27.42,13.8471,1.7366,1.9194,0.7769,32.58,16.4529,2.0634,2.2806,0.9231,4.23,19.66,9.5,3.2,87.4,이자카야,뚝섬,1,162,2
029F2B4A59,202305,5,4,3,3,4,1,-999999.9,30.6,75.2,45.5,0.0,17.1,-999999.9,11.136,17.7408,6.0672,2.9184,0.5376,17.864,28.4592,9.7328,4.6816,0.8624,25.75,6.73,23.9,28.3,47.8,카페,비상권,1,406,2
029F2B4A59,202312,5,5,4,4,5,1,4.8,14.3,45.6,48.7,0.0,17.3,-999999.9,7.4418,14.0986,6.0602,3.3598,0.4396,16.2582,30.8014,13.2398,7.3402,0.9604,28.17,3.38,14.8,22.2,63.0,카페,비상권,1,620,4
02A32AE992,202301,3,4,3,3,5,1,17.9,50.8,50.1,31.6,0.0,10.3,-999999.9,12.6021,12.4962,3.7418,4.8361,1.6238,23.0979,22.9038,6.8582,8.8639,2.9762,24.89,4.74,26.3,12.3,61.4,카페,비상권,1,2038,1
02A32AE992,202303,3,4,3,3,5,1,14.2,47.9,47.9,32.2,0.0,11.1,-999999.9,11.3226,12.2379,3.8646,4.5765,1.8645,22.0774,23.8621,7.5354,8.9235,3.6355,25.04,5.96,25.4,10.4,64.2,카페,비상권,1,2097,1
02A32AE992,202305,3,4,3,3,5,1,8.5,49.4,43.3,33.3,0.0,12.0,-999999.9,11.6928,12.4584,3.9672,4.6284,2.0532,21.9072,23.3416,7.4328,8.6716,3.8468,25.86,7.17,27.3,9.1,63.6,카페,비상권,1,2158,2
02A32AE992,202401,3,4,3,3,5,1,3.3,61.4,59.6,36.8,0.0,14.4,-999999.9,13.9896,13.2258,4.2612,5.3868,3.3366,20.8104,19.6742,6.3388,8.0132,4.9634,24.87,8.35,31.9,1.4,66.7,카페,비상권,1,2403,1
02A32AE992,202402,3,4,3,3,5,5,0.0,64.7,56.7,37.4,0.0,14.4,-999999.9,14.5024,13.6784,4.2848,5.4384,3.3372,20.6976,19.5216,6.1152,7.7616,4.7628,25.69,8.79,27.1,7.1,65.7,카페,비상권,1,2432,1
02A5043FF7,202404,1,2,3,3,2,1,-999999.9,286.5,136.3,8.0,15.1,17.5,9.4,11.2695,20.6949,13.5234,14.2064,8.5375,5.2305,9.6051,6.2766,6.5936,3.9625,16.16,10.96,46.4,6.2,47.4,한식-육류/고기,왕십리,1,7617,2
02A5043FF7,202402,1,2,3,3,2,1,-999999.9,218.7,94.3,7.8,15.1,17.5,9.5,11.1556,19.3052,13.2932,14.5624,8.4836,5.5444,9.5948,6.6068,7.2376,4.2164,17.76,5.19,48.1,7.7,44.2,한식-육류/고기,왕십리,1,7556,1
02A5043FF7,202411,1,2,3,3,2,1,-999999.9,195.7,94.0,8.8,16.5,16.9,9.4,9.588,20.727,14.946,16.779,8.46,4.012,8.673,6.254,7.021,3.54,16.16,7.01,50.0,8.1,41.9,한식-육류/고기,왕십리,1,7831,4
02B146CDF2,202307,6,6,6,6,6,,100.0,0.0,0.0,90.7,84.0,21.7,9.7,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,백반/가정식,왕십리,1,25,3
02B146CDF2,202411,5,5,5,5,3,1,89.8,17.8,13.2,56.4,56.5,16.9,9.4,6.0277,21.8218,20.601,15.7178,12.1317,1.8723,6.7782,6.399,4.8822,3.7683,29.03,11.29,12.5,25.0,62.5,백반/가정식,왕십리,1,513,4
02B146CDF2,202403,5,5,5,5,3,1,87.2,18.9,11.6,62.5,60.1,17.3,9.2,2.3405,9.4375,28.3125,21.2155,14.194,0.7595,3.0625,9.1875,6.8845,4.606,33.33,6.06,0.0,0.0,100.0,백반/가정식,왕십리,1,269,1
02B146CDF2,202308,6,6,6,6,6,,100.0,0.0,0.0,90.8,84.4,21.2,10.6,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,백반/가정식,왕십리,1,56,3
02B9A2CC01,202308,4,3,3,4,3,1,-999999.9,137.6,74.3,11.2,17.3,17.0,5.4,5.5188,14.9688,11.9448,24.7968,18.2952,1.7812,4.8312,3.8552,8.0032,5.9048,14.61,4.87,31.6,18.4,50.0,한식-육류/고기,마장동,1,1127,3
02EECADFE6,202407,6,3,3,3,4,4,-999999.9,89.6,162.0,61.3,52.5,17.3,8.7,18.9508,6.2196,1.2556,2.2192,0.5548,45.9492,15.0804,3.0444,5.3808,1.3452,5.71,55.24,3.4,3.4,93.1,카페,뚝섬,1,92,3
02FE4FD151,202301,3,2,1,1,5,1,-999999.9,198.3,1142.5,5.3,11.0,14.8,7.9,15.7042,19.4788,6.9434,3.4018,1.0718,17.9958,22.3212,7.9566,3.8982,1.2282,37.08,3.4,14.6,37.0,48.4,커피전문점,뚝섬,1,1631,1
0305234DDB,202405,3,6,6,6,6,,-999999.9,0.0,0.0,93.5,90.0,12.8,7.8,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,식료품,성수,1,2466,2
0305234DDB,202309,3,6,6,6,6,,-999999.9,0.0,0.0,75.2,69.1,12.0,8.7,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,-999999.9,-999999.9,-999999.9,식료품,성수,1,2222,3
0335548947,202405,6,4,3,3,5,5,40.9,45.7,136.5,57.8,50.9,17.5,7.8,11.3484,15.9032,4.825,4.5548,1.9686,18.0516,25.2968,7.675,7.2452,3.1314,25.99,23.35,23.8,30.2,46.0,샌드위치/토스트,뚝섬,1,137,2
03360C97C5,202303,2,5,5,5,3,1,-999999.9,18.8,17.6,72.5,58.2,7.2,8.9,3.8399,5.1794,10.3588,40.0957,29.7369,0.4601,0.6206,1.2412,4.8043,3.5631,28.3,7.55,0.0,14.3,85.7,호프/맥주,답십리,1,3949,1
03360C97C5,202405,2,6,5,5,3,1,-999999.9,1.6,2.2,75.3,60.3,13.2,7.8,1.4346,2.8692,17.0558,42.7192,15.6212,0.3654,0.7308,4.3442,10.8808,3.9788,9.26,1.85,0.0,0.0,100.0,호프/맥주,답십리,1,4376,2
033F56E9A8,202307,4,2,3,3,3,1,7.2,188.3,202.4,5.7,11.0,21.7,9.7,10.8644,15.3232,14.8208,13.816,7.9128,6.4356,9.0768,8.7792,8.184,4.6872,21.35,4.96,34.8,17.4,47.8,한식-국밥/설렁탕,왕십리,1,1127,3
033F56E9A8,202304,4,2,3,2,3,3,7.0,271.0,254.7,6.0,11.7,21.9,10.2,10.9392,15.0096,15.264,13.8648,8.5224,6.2608,8.5904,8.736,7.9352,4.8776,22.42,6.29,29.5,10.5,60.0,한식-국밥/설렁탕,왕십리,1,1035,2
033F56E9A8,202303,4,2,2,2,3,4,10.5,269.6,318.2,6.2,12.1,21.1,9.4,11.4739,14.8712,14.743,14.102,8.9099,6.4261,8.3288,8.257,7.898,4.9901,22.93,8.05,26.9,14.9,58.2,한식-국밥/설렁탕,왕십리,1,1005,1
033F56E9A8,202302,4,1,2,2,3,5,10.9,325.5,355.0,6.4,12.5,20.2,9.1,11.2525,14.9176,14.789,14.4032,8.8734,6.2475,8.2824,8.211,7.9968,4.9266,22.21,7.83,29.6,18.4,52.0,한식-국밥/설렁탕,왕십리,1,974,1
033F56E9A8,202404,4,2,3,3,3,1,14.3,170.3,208.6,6.7,13.5,19.3,9.4,10.2422,14.3144,13.9442,14.1293,9.0699,6.3578,8.8856,8.6558,8.7707,5.6301,19.69,6.14,29.9,13.8,56.3,한식-국밥/설렁탕,왕십리,1,1401,2
033F56E9A8,202408,4,2,3,3,3,4,8.0,184.8,220.5,7.0,14.5,18.9,9.3,10.584,14.175,14.238,13.797,10.206,6.216,8.325,8.362,8.103,5.994,18.12,6.79,45.7,8.5,45.7,한식-국밥/설렁탕,왕십리,1,1524,3
035ADB2AA8,202306,5,5,4,4,5,1,-999999.9,9.0,25.4,56.9,0.0,16.9,-999999.9,20.7375,19.74,6.195,4.305,1.5225,18.7625,17.86,5.605,3.895,1.3775,20.76,2.97,21.4,21.4,57.1,커피전문점,비상권,1,329,2
036B3FD49B,202408,4,5,4,4,5,6,0.0,8.6,14.1,48.8,36.0,14.5,8.0,13.771,21.8578,12.6576,7.911,2.4612,9.729,15.4422,8.9424,5.589,1.7388,43.79,2.28,30.8,38.5,30.8,커피전문점,성수,1,778,3
036B3FD49B,202307,5,4,1,2,5,2,10.5,95.7,153.5,10.1,19.2,12.5,8.7,15.5228,23.9184,11.5364,7.3084,2.1744,10.1772,15.6816,7.5636,4.7916,1.4256,40.02,5.14,26.6,29.2,44.3,커피전문점,성수,1,381,3
036B3FD49B,202306,5,3,1,2,5,4,11.3,113.8,176.0,10.3,19.4,11.9,8.7,15.36,23.58,11.82,7.08,2.1,10.24,15.72,7.88,4.72,1.4,39.85,5.73,27.4,28.3,44.3,커피전문점,성수,1,350,2
036B3FD49B,202304,5,3,1,1,5,2,6.2,163.7,247.1,12.7,21.3,11.4,9.0,15.2908,23.8994,11.7992,7.1638,2.107,10.1092,15.8006,7.8008,4.7362,1.393,39.29,8.65,15.3,34.2,50.5,커피전문점,성수,1,289,2
036B3FD49B,202310,5,4,2,2,5,1,1.9,63.5,95.9,13.4,22.1,14.3,8.5,15.2559,24.1803,11.6379,6.9345,2.2914,10.0441,15.9197,7.6621,4.5655,1.5086,41.88,3.16,14.8,39.1,46.1,커피전문점,성수,1,473,4
036B3FD49B,202303,5,3,1,1,5,1,6.7,172.3,256.9,14.7,22.7,11.1,8.6,15.5485,23.7765,11.737,7.1995,2.2385,10.1515,15.5235,7.663,4.7005,1.4615,40.32,7.54,20.1,33.7,46.2,커피전문점,성수,1,259,1
036B3FD49B,202302,5,3,1,2,5,1,11.8,165.7,236.3,16.8,24.5,11.2,7.9,15.6954,23.6946,11.6352,7.272,2.3028,10.2046,15.4054,7.5648,4.728,1.4972,39.27,7.26,14.8,35.2,50.0,커피전문점,성수,1,228,1
036B3FD49B,202405,4,4,3,3,5,3,2.9,45.9,64.5,26.2,30.9,14.5,7.8,14.9816,23.639,12.587,7.675,2.456,9.4184,14.861,7.913,4.825,1.544,43.84,3.76,18.8,44.8,36.5,커피전문점,성수,1,686,2
036B3FD49B,202410,4,4,4,4,4,1,0.0,18.1,19.7,53.0,39.1,14.6,8.1,13.32,20.535,11.988,7.548,2.109,10.68,16.465,9.612,6.052,1.691,40.94,5.54,15.8,15.8,68.4,커피전문점,성수,1,839,4
037D7CDBAE,202310,4,5,5,5,4,1,96.4,2.3,5.4,79.3,57.0,18.8,8.4,7.348,8.36,7.348,14.652,6.292,9.352,10.64,9.352,18.648,8.008,23.08,7.69,50.0,0.0,50.0,일식당,옥수,1,1203,4
037D7CDBAE,202302,4,5,5,5,3,1,91.7,5.5,8.5,73.9,52.1,16.1,7.4,7.7976,10.4139,9.0801,14.9283,9.0801,7.4024,9.8861,8.6199,14.1717,8.6199,17.72,2.53,33.3,0.0,66.7,일식당,옥수,1,958,1
037D7CDBAE,202312,4,5,5,5,3,1,86.7,6.4,8.2,79.4,56.3,18.2,7.8,7.8939,7.8939,6.7914,14.6853,6.7914,10.0061,10.0061,8.6086,18.6147,8.6086,23.08,7.69,0.0,0.0,100.0,일식당,옥수,1,1264,4
037D7CDBAE,202412,3,5,5,5,2,1,89.2,6.4,5.3,83.9,63.1,18.6,7.4,0.0,11.4625,68.775,11.4625,0.0,0.0,1.0375,6.225,1.0375,0.0,23.53,11.76,-999999.9,-999999.9,-999999.9,일식당,옥수,1,1630,4
037D7CDBAE,202411,3,5,5,5,2,1,77.1,13.3,9.4,83.7,64.3,17.7,7.8,9.24,9.24,55.44,18.48,0.0,0.76,0.76,4.56,1.52,0.0,20.0,15.0,0.0,0.0,100.0,일식당,옥수,1,1599,4
037D7CDBAE,202408,4,5,5,5,2,6,87.3,6.5,5.1,85.2,66.9,18.5,8.2,9.519,14.25,18.981,14.25,0.0,7.181,10.75,14.319,10.75,0.0,12.5,12.5,0.0,0.0,100.0,일식당,옥수,1,1508,3
03803D77FE,202308,3,4,4,4,3,1,-999999.9,62.6,66.6,17.5,42.6,21.2,8.7,21.384,9.8208,8.8704,26.928,12.1968,5.616,2.5792,2.3296,7.072,3.2032,32.11,2.11,29.4,11.8,58.8,백반/가정식,한양대,1,3002,3
039869F9F9,202406,5,3,3,3,3,1,-999999.9,66.4,99.7,32.4,21.4,18.7,7.8,17.9075,16.2925,5.985,5.605,1.71,19.7925,18.0075,6.615,6.195,1.89,4.65,6.4,7.4,7.4,85.3,일식당,성수,1,531,2
03A4C45CEB,202402,4,2,2,2,3,5,-999999.9,295.1,357.9,3.7,8.5,19.3,9.5,2.3421,8.3556,11.2041,18.5469,22.8513,1.3579,4.8444,6.4959,10.7531,13.2487,19.13,5.08,63.4,2.8,33.8,한식-해물/생선,왕십리,1,881,1
03BE2D577F,202408,5,2,1,1,5,3,0.7,220.0,274.7,9.0,18.9,14.2,8.0,15.386,20.384,8.085,3.92,1.225,16.014,21.216,8.415,4.08,1.275,36.17,8.84,10.7,41.0,48.3,커피전문점,성수,1,403,3
03BE2D577F,202410,5,3,1,1,5,1,0.0,165.6,244.0,9.5,19.1,14.2,8.1,15.813,21.2346,8.032,3.9156,1.2048,15.687,21.0654,7.968,3.8844,1.1952,36.36,8.54,9.1,36.1,54.8,커피전문점,성수,1,464,4
03BE2D577F,202409,5,3,1,2,5,2,0.8,170.6,216.6,9.4,19.2,14.2,8.3,15.444,21.0375,7.9695,3.861,1.2375,15.756,21.4625,8.1305,3.939,1.2625,36.61,7.74,9.0,34.8,56.1,커피전문점,성수,1,433,3
03BE2D577F,202412,5,3,1,2,5,3,0.0,181.2,289.8,7.8,19.5,18.0,7.8,16.269,21.42,8.211,3.927,1.173,15.631,20.58,7.889,3.773,1.127,37.64,5.05,7.8,37.8,54.4,커피전문점,성수,1,525,4
03BE2D577F,202406,5,2,1,1,5,2,0.4,243.3,285.7,11.0,20.3,14.2,7.8,16.171,21.527,8.3945,4.0685,1.339,15.229,20.273,7.9055,3.8315,1.261,36.28,12.58,10.1,36.5,53.5,커피전문점,성수,1,341,2
03BE2D577F,202405,5,3,1,1,5,3,1.0,170.3,225.4,13.8,22.4,14.5,7.8,16.0256,21.3504,8.2944,4.1984,1.3824,15.2744,20.3496,7.9056,4.0016,1.3176,36.53,13.64,9.8,35.8,54.3,커피전문점,성수,1,311,2
03BE2D577F,202312,6,3,1,2,5,4,8.1,153.2,204.5,25.9,30.6,14.1,8.4,16.6116,19.9644,8.2804,4.572,1.3716,16.0884,19.3356,8.0196,4.428,1.3284,37.17,10.89,11.0,43.4,45.7,커피전문점,성수,1,159,4
03BE2D577F,202310,6,3,1,2,5,2,9.6,158.1,194.7,36.5,36.4,14.3,8.5,16.6443,19.8001,8.5003,4.4792,1.4761,16.0557,19.0999,8.1997,4.3208,1.4239,35.37,20.9,8.9,41.4,49.8,커피전문점,성수,1,98,4
03DCE2BB5C,202410,6,6,6,6,6,,-999999.9,0.0,0.0,90.3,71.3,18.9,8.1,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,-999999.9,백반/가정식,성수,1,20,4
0400611A92,202412,2,4,5,5,2,1,-999999.9,30.1,15.9,56.9,0.0,16.4,-999999.9,4.4948,8.9896,16.525,25.5146,10.5099,2.3052,4.6104,8.475,13.0854,5.3901,9.8,11.76,57.1,0.0,42.9,백반/가정식,비상권,1,4079,4
0400611A92,202405,2,4,5,5,2,1,-999999.9,24.3,13.5,64.6,0.0,17.5,-999999.9,8.464,12.7328,9.936,34.0032,8.464,3.036,4.5672,3.564,12.1968,3.036,9.52,15.87,40.0,20.0,40.0,백반/가정식,비상권,1,3865,2
0400611A92,202410,2,5,5,5,2,1,-999999.9,15.7,7.4,64.7,0.0,17.1,-999999.9,4.7704,9.4696,17.3728,31.6128,7.9032,1.9296,3.8304,7.0272,12.7872,3.1968,8.93,7.14,66.7,0.0,33.3,백반/가정식,비상권,1,4018,4
041B7CBFB0,202304,5,3,2,1,5,1,8.9,103.7,118.1,19.7,0.0,13.4,-999999.9,7.1677,11.268,7.1677,3.7873,1.9406,15.7323,24.732,15.7323,8.3127,4.2594,35.4,4.95,37.7,7.9,54.4,베이커리,비상권,1,565,2
041B7CBFB0,202305,5,3,2,1,4,3,10.4,107.8,118.2,20.4,0.0,13.8,-999999.9,7.406,11.27,7.5348,3.9606,1.9964,15.594,23.73,15.8652,8.3394,4.2036,35.33,5.85,40.6,5.1,54.3,베이커리,비상권,1,596,2
041B7CBFB0,202401,4,3,2,2,5,1,19.5,77.7,96.7,24.1,0.0,14.1,-999999.9,7.245,12.425,8.33,4.55,2.415,13.455,23.075,15.47,8.45,4.485,31.01,4.92,41.8,4.9,53.3,베이커리,비상권,1,841,1
